yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
98282023,9828,2023,MO0640200,MO0640200,,N,N,,I,PALMYRA,PALMYRA,Palmyra,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3613,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-08-01,2020-08-01,2020-10-01,2020-10-01,2020-10-01,N,MARION,Not Specified,Y,Y,Y
98292023,9829,2023,MO0650000,MO0650000,,N,N,,I,MERCER,MERCER,Mercer,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,3403,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2020-11-01,2020-11-01,2022-01-01,2022-01-01,2022-01-01,N,MERCER,Not Specified,Y,Y,Y
98302023,9830,2023,MO0660000,MO0660000,,N,N,,I,MILLER,MILLER,Miller,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,17872,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2005-10-01,2020-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,MILLER,Not Specified,Y,Y,Y
98312023,9831,2023,MO0660100,MO0660100,,N,N,,I,ELDON,ELDON,Eldon,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4608,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2019-07-01,2019-07-01,2019-07-01,2019-07-01,2019-07-01,N,MILLER,Not Specified,Y,Y,Y
98322023,9832,2023,MO0660200,MO0660200,,N,N,,I,IBERIA,IBERIA,Iberia,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,726,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-08-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,MILLER,Not Specified,Y,Y,Y
98332023,9833,2023,MO0660300,MO0660300,,N,N,,I,LAKE OZARK,LAKE OZARK,Lake Ozark,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2217,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2022-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,"CAMDEN, MILLER",Not Specified,Y,Y,Y
98342023,9834,2023,MO0670000,MO0670000,,N,N,,I,MISSISSIPPI,MISSISSIPPI,Mississippi,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,3782,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,7,5,12,0,5,5,1.9,4.5,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,MISSISSIPPI,Not Specified,Y,Y,Y
98352023,9835,2023,MO0670100,MO0670100,,N,N,,I,CHARLESTON,CHARLESTON,Charleston,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4124,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,3,14,1,2,3,2.9,4.1,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,MISSISSIPPI,Not Specified,Y,Y,Y
98362023,9836,2023,MO0670200,MO0670200,,N,N,,I,EAST PRAIRIE,EAST PRAIRIE,East Prairie,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2875,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,3,8,2,2,4,2.4,4.2,2005-10-01,2021-06-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,MISSISSIPPI,Not Specified,Y,Y,Y
98372023,9837,2023,MO0680000,MO0680000,,N,N,,I,MONITEAU,MONITEAU,Moniteau,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,8059,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,,,2005-10-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,MONITEAU,"Jefferson City, MO",Y,Y,Y
98382023,9838,2023,MO0680100,MO0680100,,N,N,,I,CALIFORNIA,CALIFORNIA,California,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4478,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,1,1,1.1,1.3,2005-10-01,2020-05-01,2020-05-01,2020-06-01,2020-06-01,2020-06-01,N,MONITEAU,"Jefferson City, MO",Y,Y,Y
98402023,9840,2023,MO0690000,MO0690000,,N,N,,I,MONROE,MONROE,Monroe,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,6536,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,6,0,6,0,1,1,0.9,1.1,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,MONROE,Not Specified,Y,Y,Y
98412023,9841,2023,MO0690200,MO0690200,,N,N,,I,MONROE CITY,MONROE CITY,Monroe City,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2645,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-09-01,2020-09-01,2020-11-01,2020-11-01,2020-11-01,N,"MARION, MONROE, RALLS",Not Specified,Y,Y,Y
98422023,9842,2023,MO0700000,MO0700000,,N,N,,I,MONTGOMERY,MONTGOMERY,Montgomery,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,5790,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,MONTGOMERY,Not Specified,Y,Y,Y
98432023,9843,2023,MO0700100,MO0700100,,N,N,,I,JONESBURG,JONESBURG,Jonesburg,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,765,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-10-01,2020-10-01,2020-12-01,2020-12-01,2020-12-01,N,MONTGOMERY,Not Specified,Y,Y,Y
98452023,9845,2023,MO0700300,MO0700300,,N,N,,I,WELLSVILLE,WELLSVILLE,Wellsville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1015,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,2.0,2.0,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,MONTGOMERY,Not Specified,Y,Y,Y
98472023,9847,2023,MO0700600,MO0700600,,N,N,,I,HIGH HILL,HIGH HILL,High Hill,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,187,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2022-11-01,,,,,N,MONTGOMERY,Not Specified,Y,Y,Y
98482023,9848,2023,MO0700800,MO0700800,,N,N,,I,NEW FLORENCE,NEW FLORENCE,New Florence,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,649,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-04-01,2020-04-01,2020-04-01,N,MONTGOMERY,Not Specified,Y,Y,Y
98492023,9849,2023,MO0710000,MO0710000,,N,N,,I,MORGAN,MORGAN,Morgan,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,17373,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2005-10-01,2020-09-01,2022-01-01,2022-01-01,2023-06-01,2022-01-01,N,MORGAN,Not Specified,Y,Y,Y
98502023,9850,2023,MO0710100,MO0710100,,N,N,,I,STOVER,STOVER,Stover,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1064,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2022-03-01,2022-03-01,2022-03-01,,,N,MORGAN,Not Specified,Y,Y,Y
98512023,9851,2023,MO0710200,MO0710200,,N,N,,I,VERSAILLES,VERSAILLES,Versailles,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2649,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2017-04-01,2017-04-01,2019-02-01,2017-04-01,2017-04-01,N,MORGAN,Not Specified,Y,Y,Y
98532023,9853,2023,MO0710700,MO0710700,,N,N,,I,LAURIE,LAURIE,Laurie,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1055,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,4.7,4.7,2005-10-01,2020-10-01,2020-10-01,2021-02-01,2021-02-01,2021-02-01,N,"CAMDEN, MORGAN",Not Specified,Y,Y,Y
98542023,9854,2023,MO0720000,MO0720000,,N,N,,I,NEW MADRID,NEW MADRID,New Madrid,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,4453,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,13,0,13,3,1,4,3.6,3.8,2005-10-01,2019-03-01,2019-03-01,2019-08-01,2019-08-01,2019-08-01,N,NEW MADRID,Not Specified,Y,Y,Y
98552023,9855,2023,MO0720100,MO0720100,,N,N,,I,GIDEON,GIDEON,Gideon,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,729,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,0,0,0,1,0,1,1.4,1.4,2005-10-01,2021-02-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,NEW MADRID,Not Specified,Y,Y,Y
98582023,9858,2023,MO0720400,MO0720400,,N,N,,I,NEW MADRID,NEW MADRID,New Madrid,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2602,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,3,12,0,5,5,3.5,6.5,2005-10-01,2019-02-01,2019-02-01,2019-02-01,2019-02-01,2019-02-01,N,NEW MADRID,Not Specified,Y,Y,Y
98602023,9860,2023,MO0720600,MO0720600,,N,N,,I,PORTAGEVILLE,PORTAGEVILLE,Portageville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2761,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2018-08-01,2018-08-01,2019-02-01,2018-09-01,2018-09-01,N,NEW MADRID,Not Specified,Y,Y,Y
98652023,9865,2023,MO0721100,MO0721100,,N,N,,I,MATTHEWS,MATTHEWS,Matthews,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,508,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,1,0,1,9.8,9.8,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,NEW MADRID,Not Specified,Y,Y,Y
98672023,9867,2023,MO0730000,MO0730000,,N,N,,I,NEWTON,NEWTON,Newton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,34085,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,45,12,57,2,11,13,1.4,2.1,2005-10-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,NEWTON,"Joplin, MO-KS",Y,Y,Y
98692023,9869,2023,MO0730200,MO0730200,,N,N,,I,GRANBY,GRANBY,Granby,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2089,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,1.9,1.9,2005-10-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,NEWTON,"Joplin, MO-KS",Y,Y,Y
98702023,9870,2023,MO0730300,MO0730300,,N,N,,I,NEOSHO,NEOSHO,Neosho,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,13303,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,0,20,3,2,5,1.7,1.9,2005-10-01,2018-11-01,2018-11-01,2020-02-01,2020-02-01,2020-02-01,N,NEWTON,"Joplin, MO-KS",Y,Y,Y
98712023,9871,2023,MO0730400,MO0730400,,N,N,,I,SENECA,SENECA,Seneca,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2308,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,0,7,0,0,0,3.0,3.0,2005-10-01,2019-03-01,2019-03-01,2021-03-01,2021-03-01,2021-03-01,N,NEWTON,"Joplin, MO-KS",Y,Y,Y
98732023,9873,2023,MO0740000,MO0740000,,N,N,,I,NODAWAY,NODAWAY,Nodaway,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,10142,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,14,5,19,1,5,6,1.5,2.5,2005-10-01,2020-12-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,N,NODAWAY,Not Specified,Y,Y,Y
98742023,9874,2023,MO074015Y,MO0740100,,N,N,,I,NORTHWEST MO STATE UNIV,NORTHWEST MO STATE UNIV,Northwest Missouri State University,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,University or College,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,NODAWAY,Not Specified,Y,Y,Y
98752023,9875,2023,MO0740200,MO0740200,,N,N,,I,MARYVILLE,MARYVILLE,Maryville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,10382,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2005-10-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,NODAWAY,Not Specified,Y,Y,Y
98762023,9876,2023,MO0750000,MO0750000,,N,N,,I,OREGON,OREGON,Oregon,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,6174,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2020-03-01,2020-03-01,2020-08-01,2020-08-01,2020-08-01,N,OREGON,Not Specified,Y,Y,Y
98782023,9878,2023,MO0750200,MO0750200,,N,N,,I,THAYER,THAYER,Thayer,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1913,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,4,12,0,0,0,4.2,6.3,2005-10-01,2020-06-01,2020-06-01,2020-07-01,2020-07-01,2020-07-01,N,OREGON,Not Specified,Y,Y,Y
98792023,9879,2023,MO0760000,MO0760000,,N,N,,I,OSAGE,OSAGE,Osage,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,12084,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,OSAGE,"Jefferson City, MO",Y,Y,Y
98802023,9880,2023,MO0760300,MO0760300,,N,N,,I,LINN,LINN,Linn,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1392,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,N,OSAGE,"Jefferson City, MO",Y,Y,Y
98812023,9881,2023,MO0770000,MO0770000,,N,N,,I,OZARK,OZARK,Ozark,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,9166,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2021-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,OZARK,Not Specified,Y,Y,Y
98842023,9884,2023,MO0780000,MO0780000,,N,N,,I,PEMISCOT,PEMISCOT,Pemiscot,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,5000,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,19,18,37,1,16,17,4.0,10.8,2005-10-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,PEMISCOT,Not Specified,Y,Y,Y
98852023,9885,2023,MO0780100,MO0780100,,N,N,,I,CARUTHERSVILLE,CARUTHERSVILLE,Caruthersville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,5178,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,0,15,0,1,1,2.9,3.1,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PEMISCOT,Not Specified,Y,Y,Y
98872023,9887,2023,MO0780300,MO0780300,,N,N,,I,HAYTI,HAYTI,Hayti,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2293,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,1,0,1,1.7,1.7,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PEMISCOT,Not Specified,Y,Y,Y
98882023,9888,2023,MO0780500,MO0780500,,N,N,,I,STEELE,STEELE,Steele,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1704,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,2.9,2.9,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,PEMISCOT,Not Specified,Y,Y,Y
98932023,9893,2023,MO0790000,MO0790000,,N,N,,I,PERRY,PERRY,Perry,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,10366,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,14,2,16,6,11,17,1.9,3.2,2005-10-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,PERRY,Not Specified,Y,Y,Y
98942023,9894,2023,MO0790100,MO0790100,,N,N,,I,PERRYVILLE,PERRYVILLE,Perryville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8453,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,16,0,16,5,6,11,2.5,3.2,2005-10-01,2018-07-01,2018-07-01,2019-02-01,2018-07-01,2018-07-01,N,PERRY,Not Specified,Y,Y,Y
98952023,9895,2023,MO0800000,MO0800000,,N,N,,I,PETTIS,PETTIS,Pettis,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,21516,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,45,15,60,5,22,27,2.3,4.0,2005-10-01,2020-12-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,N,PETTIS,Not Specified,Y,Y,Y
98972023,9897,2023,MO0800300,MO0800300,,N,N,,I,SEDALIA,SEDALIA,Sedalia,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,22051,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,5,42,5,6,11,1.9,2.4,2005-10-01,2020-06-01,2020-06-01,2020-10-01,2020-10-01,2020-10-01,N,PETTIS,Not Specified,Y,Y,Y
98992023,9899,2023,MO0810000,MO0810000,,N,N,,I,PHELPS,PHELPS,Phelps,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,20148,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,34,34,68,2,17,19,1.8,4.3,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,PHELPS,Not Specified,Y,Y,Y
99002023,9900,2023,MO0810100,MO0810100,,N,N,,I,ROLLA,ROLLA,Rolla,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,20526,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,12,42,1,14,15,1.5,2.8,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,PHELPS,Not Specified,Y,Y,Y
99012023,9901,2023,MO0810200,MO0810200,,N,N,,I,ST. JAMES,ST. JAMES,St. James,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3934,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,PHELPS,Not Specified,Y,Y,Y
99032023,9903,2023,MO0810400,MO0810400,,N,N,,I,NEWBURG,NEWBURG,Newburg,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,340,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-01-01,,,N,PHELPS,Not Specified,Y,Y,Y
99042023,9904,2023,MO0810700,MO0810700,,N,N,,I,MO UNV OF SCIENCE & TECH,MO UNV OF SCIENCE & TECH,Missouri University of Science and Technology,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,University or College,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,3,11,2,7,9,0,0,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,PHELPS,Not Specified,Y,Y,Y
99052023,9905,2023,MO0820000,MO0820000,,N,N,,I,PIKE,PIKE,Pike,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,10005,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,8,0,8,3,0,3,1.1,1.1,2005-10-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,PIKE,Not Specified,Y,Y,Y
